lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta0
-463.4495823071242,0.8848103107327974,0.1905329870269703,5.0,31.0,0.0,470.54597516684106,-0.02544113785790244,0.26529478138279733,-0.29551244899490636,-2.1496330484886865,0.30767179368653125,-0.06961320204874274,1.75117593662136,0.8019665699239135,-0.1418639648405497,0.043800962975438854,-8.067694071868548
-466.0888107006905,0.9861245187946658,0.1905329870269703,4.0,31.0,0.0,468.7191787525282,0.0262210297123751,0.11347966847753717,-0.3959889002884868,-3.2889403146922516,-0.09760802972362734,0.08461795525416949,3.279467789246978,0.31446508317011146,0.16197373118821237,-0.07810729068021435,-8.37304713496528
-460.2963219120134,0.9906860500126474,0.1905329870269703,4.0,15.0,0.0,471.19267930405425,0.07372381087514088,0.41703086447224325,-0.18807452502869265,-1.3272562511221477,0.05409885954076058,-0.12188203351036982,1.404293615695925,0.6698802624594824,0.025082682975697445,-0.1078250542344078,-8.00047403924496
-464.5205078380009,0.9557224718790439,0.1905329870269703,4.0,15.0,0.0,471.2846291127196,0.012480890317648447,0.07819438275675933,-0.26556166007786147,-1.8797273011935296,0.5925667944999569,0.17028753459175391,1.483720801586334,0.48685879676718485,0.37148401600791,-0.06614820668728036,-7.97960362108442
-463.19548018171514,0.9243391281603591,0.1905329870269703,4.0,15.0,0.0,471.44811415981115,0.007536092355916398,0.03237857127570895,-0.39365879782599134,-2.1279843384277353,0.5959649710420787,0.09526331582808022,1.5991939052693054,0.5016136968815258,0.31309466065364744,-0.11220780735503412,-8.024570057582375
-458.27630810191124,0.9061201588305182,0.1905329870269703,4.0,15.0,0.0,466.1510239939145,-0.022588561493330727,0.35025335537299757,-0.40154161675043615,-1.8209673570102303,0.31336662106988794,-0.0010613156390645775,1.8387001140413306,0.5016844049741507,0.10951577478649055,-0.004026786440689215,-8.011792618139301
-459.21563731104703,0.9414348510596127,0.1905329870269703,4.0,15.0,0.0,461.6521607204331,-0.01649534144515939,0.13908463412576857,-0.1997440892888847,-1.919392757724263,0.02943601822721706,0.13077928574427958,1.8854365943999514,0.49171866070059195,-0.01663308998152338,-0.034593915802096795,-7.7598594404864185
-460.76566469875286,0.763665765443854,0.1905329870269703,4.0,15.0,0.0,464.1225581781532,0.039888262025803235,0.4155282596887029,-0.5003243198696313,-1.5187442756026706,-0.24733837393849148,0.036294325435848346,1.8039957915456608,0.6964319145239548,0.005659989055629531,0.15607487662246627,-8.227621656432124
-461.6643415101267,0.9788016933640059,0.1905329870269703,4.0,15.0,0.0,467.41714512066227,0.2043188574479735,0.4621344429520801,-0.5761784569661567,-1.1976511765616462,-0.1696573530053675,0.03518868253781169,1.808114575711589,0.5984361912156249,-0.018577605915808447,0.050055165109530696,-8.287517649963517
-460.1229007698014,0.9857026438012801,0.1905329870269703,4.0,31.0,0.0,464.474305932978,-0.21130009354759027,0.009107665990972794,-0.345192183204339,-2.2085656896781574,0.279345805577708,0.05566785894905686,1.9399197693415657,0.5543356042297554,-0.05534529866597432,-0.10025432140958342,-8.06019718301503
-460.634173714775,0.9998768613239182,0.1905329870269703,5.0,31.0,0.0,461.70910773448344,0.21774795058374535,0.5197737015114479,-0.2224567461516003,-1.9250317469092166,-0.05758685316347437,-0.016862284284550073,2.010300559775845,0.5492037325361795,0.07906455113698325,0.0071115342051085335,-8.101707975031447
-458.4622212806928,0.9962268307896675,0.1905329870269703,4.0,31.0,0.0,465.8446383162253,-0.11380581836405206,0.3378642937879133,-0.22099280122862552,-1.6120104913859703,0.0757457881771754,0.15257605980327368,1.7741224944364398,0.46264588012392144,-0.0720823821874661,0.039102506570090276,-8.041626419113934
-461.67984027827646,0.9837844001449947,0.1905329870269703,4.0,15.0,0.0,464.6409095586389,-0.13447765116583893,0.2264356184807879,-0.39206466861838846,-1.9089034862865157,0.04513093031850628,0.12229442770095725,2.187897280954205,0.5153915723762165,-0.06012356573638462,0.3700569190957383,-8.067827629984473
-462.7820365568107,0.9583105112752447,0.1905329870269703,4.0,31.0,0.0,466.200825042908,0.12348676238103179,0.2465811175591873,-0.24343491787425658,-1.668474427815907,0.38996738063023073,-0.01155250852383587,1.2304449068787497,0.5828231848909372,-0.026762256883388767,-0.39240980194925074,-7.83518612287577
-464.19570393096456,0.4374030907253233,0.1905329870269703,5.0,31.0,0.0,473.33663627650503,-0.13079586429943887,0.08740085983116894,-0.27202821868183535,-0.8800050958878054,-0.4037404832295281,-0.017216569803276075,1.8557445392057175,0.41767696053586123,0.10903824524862984,0.11199760165487271,-7.868978744686381
-460.9512240775348,0.9329421013220189,0.1905329870269703,4.0,31.0,0.0,472.31394462609626,0.2328987234806144,0.2655078271536514,-0.3253438271293715,-2.4780391519184457,0.512301759699187,0.026007719433896008,2.2367101391595905,0.5373093758156751,0.07076258800049295,-0.02664603900319142,-8.318164628679225
-464.0880833191524,0.8640268806070335,0.1905329870269703,4.0,15.0,0.0,469.220719352409,0.3669968725439605,0.34242946363889415,-0.39636822045230685,-2.613543317988974,0.4692400769092237,0.07515381314488263,2.324800266806097,0.515929076278041,0.12568084250041575,-0.1711746856554786,-8.218478522503373
-461.9147603879963,0.9298171516141457,0.1905329870269703,4.0,15.0,0.0,470.43071370355796,0.006307326451151479,0.32971409871804613,-0.1263039696475186,-1.9773868089969802,0.2092270141663371,-0.2538652627446758,2.089863726567313,0.5811458009998416,-0.05608306704825572,0.048717394679471074,-7.924919235652901
-457.62151284739144,0.897506566505969,0.1905329870269703,4.0,15.0,0.0,464.81006308763006,0.07358774294717509,0.20094999941443348,-0.2951948205040612,-2.3802912426343674,0.12231755726096338,-0.06809897824758893,2.393471813696565,0.45800967758047323,-0.045285206959586675,-0.06284025942878471,-8.001480959561492
-460.5339085464851,0.9635970755129056,0.1905329870269703,4.0,15.0,0.0,465.9134488908128,-0.019863561742970236,0.26898904325223166,-0.3696204517009953,-2.3221157677378015,0.14280020281127145,-0.08911315904085193,2.363951482144838,0.34550383266334384,0.05736124801269834,-0.10908798832412107,-7.760773527276389
-462.0648639003048,0.55844373139216,0.1905329870269703,5.0,31.0,0.0,468.49595955483846,-0.0001452680195786096,0.39258732670681246,-0.3164577567412085,-2.095018121910723,0.003801710544802224,0.025936144544515382,2.0364629349233887,0.7824418918831078,0.17102322714576507,0.06130686095424348,-8.31242306435913
-461.9840145832343,0.8114820520142975,0.1905329870269703,4.0,31.0,0.0,469.7734884465798,0.04941062227396732,0.19819026502660297,-0.030786584103640595,-1.9577824563563584,-0.30246503426121907,0.024994613484820027,2.3058277955912927,0.37641604397115475,0.1965517867398754,-0.1949517233838402,-8.00361799849065
-459.57288790369864,0.9282099495288451,0.1905329870269703,4.0,15.0,0.0,465.81675335430845,-0.21731677593741297,0.12798977563842734,-0.3947718694637185,-1.7743144038550906,0.11247776160914617,0.07635272305794877,1.9299541055419178,0.46739506659635727,0.13996775208161613,-0.10309950506528605,-7.8832927547792595
-459.27357497857486,0.9477749698493144,0.1905329870269703,5.0,31.0,0.0,466.0948325596194,0.15504907777104265,0.3712685488023613,-0.19880535685111572,-1.3266241386750555,-0.36520907485262466,0.038771603335101205,1.9237758835726464,0.627090899364942,-0.06097045803447887,0.049812209783524214,-8.016205275657866
-462.91069639984795,0.9761596535836291,0.1905329870269703,4.0,15.0,0.0,467.067087722927,-0.13094104870602818,0.33807074011732297,-0.22934293360812774,-1.257888302346676,0.333961205136557,0.14570934510667635,1.1737041207747418,0.7931148590437892,-0.11758823572847589,0.11416167844474853,-8.198447486176944
-460.26122824430945,0.8277626700753775,0.1905329870269703,4.0,15.0,0.0,466.92763010175287,-0.0971064456465596,0.5043246458372356,-0.3596639586598317,-1.2454740644498787,0.08893637199415451,0.10770734002561604,1.444868204582078,0.589574306004165,-0.034339402815296814,0.13733453404180598,-8.200709459130621
-459.0225558585198,0.9895880809428425,0.1905329870269703,4.0,31.0,0.0,466.4331172855648,0.018639961626318483,0.11946778612490833,-0.4211915274959375,-1.0143014219871953,-0.08694505143251205,0.1005762894786666,1.2876874900231927,0.4637856790627811,-0.024099817286871467,0.1641201583478746,-7.7963077965508765
-460.4174193097884,0.8331998126263768,0.1905329870269703,4.0,31.0,0.0,467.2173449732845,-0.1321667497195338,0.403421310861257,-0.22651455965274706,-3.011169511949626,0.42748091546662004,0.013216402793568968,2.7316080710313715,0.5517650048829182,0.23459878233794287,-0.11423055228548998,-8.233609198943999
-461.68356833491777,0.875732273308025,0.1905329870269703,4.0,15.0,0.0,469.21063235810425,-0.027233436370650226,0.2157943856468214,-0.5850249244396496,-2.8084555386232863,0.3895243285952791,-0.07884927979202752,2.7665523513413346,0.5295266796370777,0.16952705890389197,-0.19411566389591178,-8.319515324773485
-463.59304883561094,0.9241266087882897,0.1905329870269703,4.0,15.0,0.0,467.50585794313207,-0.05867153528191288,0.10320857415935779,-0.4497278140642537,-2.986258059350833,0.41709468714582326,0.0716682798728154,2.6714005239442615,0.5592867074226231,0.14990878863876225,-0.1585817851309192,-8.593408578772193
-462.3236070310727,0.9420854902181722,0.1905329870269703,4.0,15.0,0.0,468.88912186323716,-0.14839485038067046,0.3858409758128334,-0.3866463469527884,-3.102718358755057,0.2302485613840718,0.12971709657600508,2.9167393694706054,0.5515245163554634,0.060501043983248445,0.004441791855374869,-8.5767033761283
-461.8453975118824,0.7462466792906364,0.1905329870269703,5.0,31.0,0.0,468.9252946149769,-0.10561428003366641,0.13710341718672298,-0.3712143823374787,-2.999011231504348,0.40377688171304615,-0.044018333184369866,2.9062854485177283,0.7617095331902857,0.033521475934069886,-0.0734758314157914,-8.544590072533177
-465.67862322370826,0.9815686369004926,0.1905329870269703,4.0,15.0,0.0,468.61499956895364,-0.07147466275662862,-0.10529454847965346,-0.2980345829440573,-2.7304241132878193,0.01724268023092365,-0.10908131873658411,3.0919889870299553,0.7035778860553792,-0.11411473894307254,0.042037252634868634,-8.488984109813748
-458.7931545299031,0.9997466042520443,0.1905329870269703,5.0,31.0,0.0,469.89179853776284,0.05392555984386544,0.3430608493191796,-0.28875133523338226,-0.7440713924442646,-0.29789322172918903,0.06448608957534424,1.1692286173020516,0.5848502478853125,0.061405609900353035,0.02182004936478381,-7.921081380275589
-462.1196266090296,0.9562909505812114,0.1905329870269703,4.0,31.0,0.0,465.52494862189536,0.031068880643630656,0.584389529581223,-0.1742901249299666,-1.510151127627132,-0.0982629141032222,0.08381591693639312,1.619915524259905,0.6461798897727824,0.20621208645382688,-0.16575230315300496,-8.05037413663316
-463.8532190394987,0.5506371617498387,0.1905329870269703,4.0,15.0,0.0,469.53018160514256,-0.04914988452958484,0.6257000593458073,-0.14776222256790933,-1.6136010123285458,-0.0636958017378713,0.014636063444538824,1.6416435087867443,0.6001363178822788,0.25035736232853334,-0.23316025847057245,-8.014625595440343
-458.4890625309072,0.9990557827514919,0.1905329870269703,4.0,31.0,0.0,464.72977961385243,-0.034014004768033984,0.1184772144222083,-0.2104246714962497,-1.8603495619252035,0.08359147669759631,0.0823373715360566,2.111593590045475,0.5730646876178592,0.15772234603225982,-0.08083507197480994,-8.12377247831356
-462.85978074131356,0.9916688778653847,0.1905329870269703,4.0,15.0,0.0,465.13320986162927,-0.27172901463069554,0.2316147364641935,-0.1785913413887385,-1.7550695941836252,0.3133067277722213,-0.042451829522330425,1.5883877365204286,0.5389943400041265,-0.16289764537242368,0.05375080387841735,-7.6684348069357275
-461.52521885632655,0.8290060691774995,0.1905329870269703,4.0,31.0,0.0,474.5667813006902,0.23205093552036582,0.40581712420872684,-0.2383694606992041,-1.7847406112424118,0.3966791696284289,0.1296687260450577,1.685681521382586,0.6039122464769685,0.09756310700035509,0.09381050646265424,-8.009605859552062
-459.4791477920914,0.8860559575242918,0.1905329870269703,4.0,15.0,0.0,466.57520732437547,-0.14761053776068686,0.26643890537339043,-0.5498219368616164,-2.2779780413793356,0.25459503202169104,-0.09215903101941292,2.2836711769929545,0.5754791438062565,0.012050446333272642,-0.033013751878906664,-8.292409379741775
-459.04284696054117,0.8799821827784382,0.1905329870269703,4.0,31.0,0.0,463.4769027821921,0.027555487961698173,0.3541456845110896,-0.38775619705902553,-1.5216112989260304,0.0722826225761062,0.0938143846697638,1.4112471727356415,0.664427248143652,-0.12469224619591503,-0.07541381143852795,-7.99887746509064
-460.20672657212566,0.9379644040822994,0.1905329870269703,5.0,31.0,0.0,472.72574570861434,-0.1635053895800082,0.1994774403357042,-0.4893815572528544,-2.1590935926496075,0.2849687510707698,0.01378961106902065,2.2845147629951383,0.5718223910990838,0.20898426868862918,0.028464420902782284,-8.051330442039305
-458.06656724100424,0.9975159620776752,0.1905329870269703,5.0,31.0,0.0,463.4981532569894,0.08641509858227833,0.3843777951134692,-0.4118250749217731,-1.808210247058581,0.1505872620549078,-0.024064094715027365,1.923614489655675,0.5923571623299748,0.1253051143801619,-0.06406052732999475,-8.081110870086546
-459.21544794075396,0.9774866609100837,0.1905329870269703,4.0,31.0,0.0,462.6692441402577,0.08968420248105143,0.32872477113193926,-0.4350577402746901,-1.9398037165601556,0.40482514564175653,0.06541304470824832,1.8342870606199062,0.7008349642384023,-0.10493464331667537,-0.048519859940141886,-8.05350870100611
-460.6404979798921,0.8360143257352154,0.1905329870269703,4.0,15.0,0.0,464.63932753423825,0.0743679650943541,-0.021564309721044745,-0.2719302782710625,-1.8177968468969794,-0.022370539682556888,0.03288749299545558,1.9875670034107364,0.5068772642610552,0.009746544015213458,-0.017381239085053544,-8.192959662328372
-461.57904284647805,0.7793231294326184,0.1905329870269703,4.0,15.0,0.0,467.3240266811366,-0.08423316781025816,0.3977713249995255,-0.14761281729530512,-2.0056563209445106,-0.1106419206725596,-0.07751083360350793,2.348616820494434,0.7335847663673376,-0.08460220217232388,-0.1264135259097366,-8.062801137640601
-458.19161129941705,0.9995294721819131,0.1905329870269703,4.0,31.0,0.0,467.4003147687729,-0.08708512636844185,0.11102899382226594,-0.3591891355741877,-1.7707508424665577,-0.12648824632070882,0.031058538499913517,2.053670085557791,0.6786560305762943,-0.013727749751448502,-0.07579316333517422,-8.195165346241314
-459.30885457669376,0.9862656850032354,0.1905329870269703,4.0,15.0,0.0,460.96719812517466,-0.034099228273721194,0.5099906676016137,-0.3141591626895691,-1.6667653725060212,0.27015808152305565,0.07819490903837148,1.5131088567812396,0.5737039910837044,0.053971469188176795,0.003213068327362431,-7.913801251652809
-460.8762101978278,0.9963920503841949,0.1905329870269703,4.0,15.0,0.0,463.84211582500774,-0.15637673456404838,-0.010685445955628065,-0.3008209372166092,-1.4813725626285945,-0.044358192197251456,0.12856037708344376,1.8315895582109878,0.6349718405602284,-0.10563585806817852,0.09550806792331037,-8.163769759765831
-461.08352730413446,0.9629924040333226,0.1905329870269703,4.0,15.0,0.0,463.5713398570112,0.14998466155610057,0.506238240957992,-0.19453977070907963,-1.7835267893737659,0.10102103717237204,-0.055458345837894586,1.7848763469048763,0.4813623071889877,0.10093703948572261,-0.2542011994946227,-8.008259937757792
-463.1066444825951,0.9810344415024276,0.1905329870269703,4.0,15.0,0.0,467.73352811175437,0.11886850260260769,0.5288014591639545,-0.11415771662813308,-1.9066431173959895,0.2065693947717542,-0.060894352807857044,1.7867751592958638,0.43488498595179065,0.03648744957950676,-0.3328555745122874,-8.088409325857324
-459.5938480318831,0.9931795257394938,0.1905329870269703,4.0,15.0,0.0,465.519150923119,0.10011709028153795,0.1964843819643776,-0.16778527286707187,-2.023107331117674,0.15819097858095585,0.08947305484992248,2.0110302332274452,0.551815117493696,0.06097062671648522,-0.311469834184934,-7.9478495752847556
-462.12001744256435,0.978710333097833,0.1905329870269703,4.0,15.0,0.0,466.73529888645453,-0.0066493772002379145,0.07192008210545214,-0.012402501195560743,-1.3416111770616301,-0.2709868241881474,-0.05946807207876504,1.7808961239874288,0.567934718711495,-0.12465707296281567,-0.24473523413761766,-8.008108084298746
-460.6503666533735,0.9947427462830782,0.1905329870269703,4.0,15.0,0.0,464.68380719188065,0.03629068825786107,0.10649781857876162,-0.12419118475707944,-1.2350065339486456,-0.29145752596416047,-0.013075448380494663,1.7963422332599106,0.4970480085278712,-0.04946694914105508,-0.1409933250014277,-8.098083797090439
-460.7737016857194,0.9145143820423531,0.1905329870269703,4.0,15.0,0.0,467.1031970967573,0.10606578354404117,0.5103986634223414,-0.33512710969030535,-1.5054899712590464,0.3093687881075331,0.10092647797632735,1.5784271279890099,0.6867700996869717,-0.022835399620630456,-0.024340048678508846,-8.145347957095337
-463.11679288896255,0.993175080122447,0.1905329870269703,4.0,31.0,0.0,466.3891621583849,-0.06150460389025266,0.17782788914069825,-0.0845503035698088,-2.1483177450107145,-0.4870620825454692,-0.07881372794027397,2.7055015081563996,0.6150449685564011,0.06972275265423683,-0.15729068484295416,-8.158796890426546
-462.6116385712676,0.9854283286899569,0.1905329870269703,4.0,15.0,0.0,466.4948211342491,-0.014674242127097316,0.36545339512657526,-0.4190484606707933,-2.951909131124238,0.8065315003402533,-0.028857145066072953,2.3199092843396327,0.3934594024166983,-0.021076859835697216,0.0046877107115444894,-7.920194648906744
-460.26567947085147,0.9851449147902314,0.1905329870269703,4.0,15.0,0.0,466.3643065089022,-0.23888235454558585,0.06978592669707374,-0.14829873340698776,-1.5890392429175288,-0.0763861914622943,-0.0041924049599596,1.9728524024760752,0.5920699112639353,-0.039664281644746134,0.03918666770046887,-7.9690694709184315
-458.6770503092343,0.9629381923418133,0.1905329870269703,4.0,31.0,0.0,463.6972731306233,-0.14267216368158858,0.2982721821265496,-0.1791759447647692,-1.644353065479245,-0.20826657717555522,-0.054035960674823226,2.121211581720262,0.6046620207062243,-0.055701477716718975,-0.03805991199325552,-8.100467153573089
-460.1275177685459,0.8546286540841497,0.1905329870269703,4.0,15.0,0.0,464.3516226075993,-0.05787332206502897,-0.0007649594566422345,-0.5052022432542934,-1.3646838268343677,-0.011862654034008758,0.004418439095940779,1.444378891375696,0.4592100272126945,-0.05622523052449184,-0.017911454680298877,-7.743455968442144
-460.7506092180729,0.9571043767328068,0.1905329870269703,4.0,31.0,0.0,471.07549248130886,-0.09146341210532313,0.10042377796597447,-0.5067202341439021,-2.569002328726338,0.16575403790238435,0.12497737615442622,2.6160168413881726,0.4871073929053551,-0.14470047218710674,-0.02908929621416177,-8.212484285665786
-462.1046244464694,0.8663125415936597,0.1905329870269703,4.0,15.0,0.0,465.68084467380703,-0.08783781410951118,0.4844030492703925,-0.45951752260467216,-1.9228111186071952,0.38402462825216344,-0.13010112067632337,1.6962461331111753,0.6449423874497352,0.11606452121665924,0.04707200744531581,-8.15155940268353
-456.627002647298,0.9955401132578878,0.1905329870269703,4.0,31.0,0.0,462.5922410250425,0.07268442661255042,0.24272653816067818,-0.3818673871127207,-2.074079082895881,0.01681507620908855,-0.012703810169142907,2.3257293685273597,0.5767740678946709,-0.0006012833921678166,0.0168603774561309,-8.050715771059268
-456.75554633786413,0.9688608182471495,0.1905329870269703,3.0,15.0,0.0,463.9415687567059,0.08432702176171765,0.26761921311445636,-0.31867364872880544,-2.0372776018313394,-0.052714480660823085,0.0014487577227794025,2.3750228267348734,0.5916276705419342,0.02238954403628437,0.0022471539082365797,-8.129475939121594
-458.41340733207636,0.9793406869440471,0.1905329870269703,4.0,15.0,0.0,460.4427639426156,-0.008922314646063582,0.05873478623549133,-0.43681553860084515,-1.3763215701750737,-0.08933058415633413,0.13020676237244366,1.7770880710910444,0.5448716735698728,-0.04924711390844074,0.03050286638187634,-8.066488427984865
-459.6604377899519,0.7578521708852956,0.1905329870269703,4.0,31.0,0.0,463.8039789782215,-0.1769552124909055,0.25280988431761836,-0.5367439448254262,-1.6576025094718743,-0.10651895697015291,0.040759522247527505,2.1177324527633496,0.6389450083156272,0.008833090726728257,-0.10239679620269637,-8.180163496879223
-461.6307774267332,0.9986262098609743,0.1905329870269703,4.0,15.0,0.0,465.278539238607,-0.234168832274666,0.5027182312019441,-0.08101131365009236,-1.7005867295042139,0.08947609477902269,-0.015688538045192022,1.9850730547409117,0.6138517970222789,-0.09292027422895026,-0.09062127087419358,-8.187195355209496
-462.17190115559094,0.993379835318825,0.1905329870269703,4.0,15.0,0.0,467.1832748187394,-0.159321050860833,0.41992225096838304,0.015663824771569086,-2.142887300509157,0.3722172983461708,0.07231327112826721,1.9647457242826938,0.6894817206200309,-0.10174460600138942,-0.024264231951080337,-7.9919074339432505
-461.4794238660571,0.9799117960704701,0.1905329870269703,4.0,31.0,0.0,468.29340298978565,-0.07294268582287533,-0.04458048004999555,-0.28923441116789134,-1.0923805571006648,-0.15919408561463366,0.1085533340085157,1.4380050676723297,0.5755066977761533,0.1132144272082046,-0.22627122635712668,-7.984999881263018
-458.81621720260233,0.7149926571160923,0.1905329870269703,4.0,15.0,0.0,465.4348604122235,0.12526116545214444,0.35495396882857644,-0.43939089999665654,-1.213272052665635,-0.06818674346164319,0.0703146629403012,1.4750817294669758,0.585022861470838,-0.07266729621535326,0.09547231401490272,-7.816203204562319
-462.33795734108935,0.9891832020474697,0.1905329870269703,4.0,15.0,0.0,464.05971211451686,0.037496734530898704,0.19421257043806606,-0.4698746124423694,-0.7893490507888579,-0.0924311097696788,0.153527474088912,1.0889322957000591,0.7506160691824407,0.034824115881254614,-0.01351876872941335,-8.303914078101025
-458.22840161295136,0.9141330458011893,0.1905329870269703,4.0,15.0,0.0,464.77066664653813,0.12712117883733973,0.16537928733442958,-0.4093587665567363,-1.6148764459339262,0.12330476167979404,0.08304739885242361,1.6475174153329935,0.677869213608123,0.03872758366974622,-0.06733040216354937,-8.152578780402095
-460.03239404154243,0.9631237822359179,0.1905329870269703,4.0,15.0,0.0,462.2049688634298,0.015919297846999206,0.10270975947416965,-0.23237091609427618,-1.498275321900765,-0.0015858423749772269,-0.014951890984611822,1.7091585740056083,0.7790589099956726,0.04856180875919129,-0.03854473632637352,-8.044978553324944
-460.4647248269371,0.9135992248656903,0.1905329870269703,4.0,31.0,0.0,463.2418486681372,0.06076614711063549,0.4822473736576862,-0.24929706725014592,-2.267279718857966,0.21406675719921248,0.04771039353040776,2.4131162932746473,0.549269610617336,-0.13545011710240984,-0.2187449716041198,-8.206625860787064
-461.2607196920332,0.9783416143576406,0.1905329870269703,4.0,15.0,0.0,466.39914987696386,-0.03609346211728944,0.33358359057241393,-0.46277366643690954,-1.8814906537084162,0.40459035809487853,-0.04402513377326618,1.8387645987397816,0.7640981081037693,0.06844338457290722,-0.04298785565460735,-8.208440396226143
-462.0912468751762,0.9426228709702258,0.1905329870269703,4.0,15.0,0.0,469.05893150018073,0.024527623189270317,0.32807026179370913,-0.5887248608068862,-2.09191367934829,0.4241439139084514,-0.07329079514775726,1.79567850494232,0.7385584295750963,0.18142056996125558,-0.07352437703910673,-8.193514691273661
-464.58964741555843,0.571920437312699,0.1905329870269703,4.0,31.0,0.0,469.36772953719174,0.03441884803814461,0.2802183360967213,-0.31757051306166717,-1.0010356120880728,-0.5232829462676223,0.012682082677931167,2.1973958511055938,0.5255182931465808,-0.1404044123362384,0.14877046689874773,-8.06090134399266
-469.20887714791724,0.8385767183496077,0.1905329870269703,4.0,15.0,0.0,477.18268926581715,0.022276594258358325,0.14026786687070794,-0.20764072494633312,-3.077675024193365,1.0870259957509045,-0.09850449237478022,2.291127849741175,0.6174578947271016,0.2602088191502041,-0.3555240805345483,-8.36325682183037
-470.17319573987305,0.9719061680134037,0.1905329870269703,4.0,15.0,0.0,473.1001027425304,0.048026518893870856,0.14055397462789002,-0.1924990729774153,-3.0762422490690335,1.0829893012326122,-0.1212325240452122,2.3396721121105246,0.6320197315934064,0.25763865684296516,-0.38965038026105675,-8.364638932058673
-466.0393681716943,0.999763919314755,0.1905329870269703,4.0,15.0,0.0,472.4653806039499,0.12495115031526162,0.1871682292250264,-0.17148433154874718,-2.901915146192619,0.9507154069711734,-0.019874880231528662,2.264804139994208,0.6557745292830351,0.09435278314418896,-0.34102824148435074,-8.205717443795495
