lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta0,log_sig_sq
-414162.0080452893,0.8823052712700765,0.23061315334997615,4.0,15.0,0.0,414165.4642100663,-1.0879907419137842,3.5073694474197863,0.6503676091629383,-6.118466971439482,3.666141824655489,1.457407461256743,4.288569271840909,3.116575298629599,-1.7943907684954785,-0.27631799701537213,9.927858070965852,7.387275979383988
-414159.53093383973,0.9901355467097498,0.23061315334997615,4.0,15.0,0.0,414166.5041768793,-1.0516410656194648,3.7966600764919063,0.5863225937136728,-6.518357437899825,3.557593779821426,1.6121732488816138,4.37372741041791,2.7233391806509886,-1.3259183121917923,-0.6417292110700691,9.946199505981868,7.398221076684198
-414159.84078897885,1.0,0.23061315334997615,4.0,15.0,0.0,414163.7861331202,-0.893626813819821,3.6472963147090858,0.7465877503012716,-6.177976094498163,3.812085871788616,1.6635403400507285,4.0866645869539875,3.1212631120270924,-1.5062464220305967,-0.09766040925673629,9.899486265618679,7.3853839481870445
-414156.4071013,0.9360251751640536,0.23061315334997615,4.0,15.0,0.0,414164.6162733813,-0.7922445350755456,3.711147490429222,0.489584956894966,-6.399011801110853,3.920084408689527,1.7490107208525567,4.200442632719606,2.9402344611203697,-1.561925579681543,-0.2743784746836678,9.994735097868835,7.392359172587519
-414156.20503141696,0.9706620352720159,0.23061315334997615,4.0,15.0,0.0,414160.9790079563,-0.9324953863864428,3.6191716558026847,0.4514465986267965,-6.8091387153482135,3.847933602724769,1.6368522825031826,4.542334078206985,2.9492341420098813,-1.5051175728694333,-0.16101045008189785,9.743683096953836,7.388392486483833
-414158.2593361672,0.9702891902371833,0.23061315334997615,4.0,15.0,0.0,414162.2243059965,-1.059428330768866,3.7765953081760775,0.6103724797910169,-6.518122042883656,4.2582176676724695,1.690762742958243,3.9727110844695646,2.7547256367746105,-1.3894440666503118,-0.4204733946205855,10.161974802296013,7.392823679296211
-414156.7802532489,0.902185433537159,0.23061315334997615,4.0,15.0,0.0,414162.74375226453,-0.9954295224416643,3.6239962681657745,0.720603469217889,-6.831300054667376,3.738302108254866,1.3989418595348388,4.48653895919087,3.096393084691806,-1.35412003653511,-0.37622793561010043,9.918079227689192,7.394248310703459
-414160.86974177085,0.8658183380470217,0.23061315334997615,4.0,15.0,0.0,414166.55187101685,-1.2493445030491033,3.671100637150825,0.73966283365109,-7.463656590801519,4.339421133289076,1.4198154633429636,4.571298405452803,2.7031881066725862,-1.3544433988460318,-0.6479853744565871,10.003835382384302,7.39104861212862
-414166.7132900623,0.8496510486408179,0.23061315334997615,4.0,15.0,0.0,414172.1289136442,-1.1094055060084484,3.5527913168072573,0.5915596262472442,-7.321382897937952,4.671381795289634,1.4037914349851814,4.465776093677422,2.6210055925504845,-1.368714732831308,-0.5713828351826485,10.254656816327095,7.396087302554834
-414157.9670802664,1.0,0.23061315334997615,4.0,15.0,0.0,414173.40556317655,-1.0621929716760992,3.808465595754618,0.5897374794518929,-6.119645432096012,3.366221550735603,1.4178508916719956,4.455561664662046,3.0196987442999155,-1.5384645985264118,-0.14175676220266953,9.878819030058152,7.392329146847191
-414158.31748997833,0.9857626174593027,0.23061315334997615,4.0,15.0,0.0,414163.6617260637,-1.0599457903829306,3.4883934784087667,0.36004428532741845,-6.629310756572133,3.9280179579047636,1.836978811342712,4.380480590676478,2.777939292454429,-1.300930942382126,-0.2662340451365151,9.95823012252345,7.391465218796342
-414157.5610789181,0.9981320458651848,0.23061315334997615,4.0,15.0,0.0,414161.3059260546,-0.9653052960073528,3.893483240329716,0.7843862158919398,-6.44325664802008,3.5678993897443463,1.3536585170126385,4.4720018328303,3.0426103902129418,-1.5441111839025907,-0.41342733353479444,9.927397719278138,7.393104199171939
-414157.23074988014,0.8181384211359571,0.23061315334997615,4.0,15.0,0.0,414164.15893003147,-1.0839454734168512,3.939162720261228,0.7511878177536041,-6.5947546860338795,3.6364032908043824,1.5646139070824447,4.479942496640184,2.978819980538451,-1.5799633248571265,-0.5341642785215291,9.869740014438916,7.391531844591333
-414158.889729702,0.9660026252000875,0.23061315334997615,4.0,15.0,0.0,414165.4538488436,-1.0868833759278032,3.555996494368706,0.42014782627727465,-6.5795445505993735,3.856681722170812,1.7006822616924657,4.352779772788505,2.7478493949278007,-1.1709513404354897,-0.009272805413622878,10.001326089027964,7.392132767043928
-414159.0035855831,0.997214776521899,0.23061315334997615,4.0,15.0,0.0,414163.4341822397,-0.9430519389270513,3.9370141421095646,0.8386156618236407,-6.8135533437981355,3.7547344738334596,1.4520090562633114,4.608430729295603,3.0694830595641647,-1.6000505711533182,-0.6202277112500463,9.907034064763673,7.390768034036329
-414162.01112723304,0.8586479035398896,0.23061315334997615,4.0,31.0,0.0,414170.3059707925,-1.140114285034648,3.640641452598893,0.3469965207659117,-7.4183516820846815,4.329130359897171,1.2906894233824073,4.9350242655144365,3.1404571932677894,-1.4557209599447467,-0.4530561800330408,10.13197512893581,7.396137875878975
-414154.8489945782,1.0,0.23061315334997615,4.0,15.0,0.0,414164.3608656361,-1.008689837254951,3.5626045891450877,0.5751264766189774,-7.063869055265143,3.9883997473226476,1.4581086136356283,4.713250487416298,2.961496302707697,-1.3431291872481055,-0.4356033339663007,10.016329515597818,7.3975410242701445
-414155.7118039795,0.9293961092012994,0.23061315334997615,4.0,15.0,0.0,414162.2944741779,-1.0458157069199268,3.8800891908757533,0.6739953816836215,-6.888598518984766,3.872486655761595,1.6711418967294331,4.564440197145545,2.8703410852197146,-1.4094345096799141,-0.23484189042391454,10.073296958477956,7.386046165483775
-414155.39299521485,0.9988823109388311,0.23061315334997615,4.0,15.0,0.0,414159.5196851957,-1.0156007123000954,3.76821827749518,0.5294787959024184,-6.268560867858651,3.6911270027574297,1.5285942028782225,4.229398528311363,2.8159662164917294,-1.2573198491948483,-0.32699044630972923,9.961148792095557,7.395123027141206
-414155.1918867436,0.8229602183435827,0.23061315334997615,4.0,15.0,0.0,414160.8483551847,-0.9750693514293968,3.7306641720692277,0.5569082540245397,-6.3415380229272635,3.4837338219243623,1.565773836567729,4.406749630381441,2.7525599972755845,-1.386594282443455,-0.4103340742161576,10.05530166354697,7.39098856492193
